Nome,Data de Nascimento,Sexo,Raça,Estado Civil,Você trabalha? (Estágio ou Efetivo),Renda Própria,Quantidade de Filhos,Renda do Responsável Financeiro,Escolaridade do Responsável,Bairro,Distancia,Tipo de Ingresso,%_BOLSA,Curso,Semestre,FALTA,Status
Ravi Mendonça,2004-07-11,Feminino,Branco,Solteiro,Sim,1364,0,3492,Ensino Médio,Itapoã,10,PROUNI,100,Administração,3,27,0
Nicolas Novaes,2006-02-13,Masculino,Branco,Solteiro,Sim,1772,0,3151,Ensino Superior,Santa Maria,7,PROUNI,100,Arquitetura,1,35,1
Benjamim Albuquerque,2001-04-26,Feminino,Branco,Solteiro,Não,1864,0,3942,Ensino Superior,Plano Piloto,6,ENEM,34,Administração,3,9,1
Maitê Mendes,1994-06-29,Masculino,Branco,Solteiro,Não,2358,0,3186,Ensino Médio,Lago Sul,2,ENEM,11,Economia,4,8,0
Dante Farias,2004-06-22,Masculino,Branco,Solteiro,Não,2169,0,3996,Ensino Superior,Fercal,4,PROUNI,100,Arquitetura,3,6,1
Brayan Castro,2001-03-02,Masculino,Negro,Solteiro,Sim,1560,0,3266,Ensino Superior,Asa Norte,7,ENEM,50,Economia,2,8,1
Ana Cecília da Mota,1995-03-17,Feminino,Branco,Solteiro,Sim,2228,0,3258,Ensino Médio,Lago Sul,3,ENEM,38,Economia,3,10,0
Heloísa Fogaça,1999-02-07,Masculino,Branco,União Estável,Sim,1420,0,2373,Ensino Superior,Lago Oeste,7,PROUNI,100,Arquitetura,1,7,1
Cauê Montenegro,1962-11-27,Feminino,Branco,Casado,Não,2251,0,2659,Ensino Superior,Asa Sul,8,ENEM,47,Arquitetura,2,6,1
Kevin Casa Grande,1997-10-27,Masculino,Branco,Solteiro,Não,2073,0,3469,Ensino Superior,Brazlândia,5,IDP Pass,28,Psicologia,2,10,0
Joaquim Peixoto,2002-03-28,Masculino,Branco,Solteiro,Sim,2900,0,2851,Ensino Superior,Sol Nascente/Pôr do Sol,10,PROUNI,100,Economia,4,8,0
Calebe Ramos,1999-04-21,Masculino,Outras,Solteiro,Sim,2417,0,3154,Ensino Superior,Ceilândia,5,IDP Pass,2,Economia,5,5,0
Bernardo da Cruz,1999-03-02,Feminino,Branco,Solteiro,Sim,2378,0,3180,Ensino Superior,Taguatinga,7,ENEM,22,Administração,4,6,0
Josué Camargo,2005-09-01,Masculino,Branco,Solteiro,Não,2917,0,2927,Ensino Superior,Lago Norte,10,PROUNI,100,Arquitetura,1,6,0
Gabriel Almeida,2003-03-02,Feminino,Negro,Solteiro,Não,2499,0,3333,Ensino Superior,Vicente Pires,7,PROUNI,100,Arquitetura,1,31,0
Maria Eduarda Ferreira,1998-04-29,Masculino,Negro,Solteiro,Sim,1254,0,2422,Ensino Médio,Lago Sul,3,IDP Pass,11,Psicologia,4,20,0
Liam da Rosa,2000-10-15,Masculino,Negro,Casado,Não,2823,0,2002,Ensino Superior,Águas Claras,6,IDP Pass,13,Administração,5,9,0
Maria Liz Caldeira,2004-03-15,Masculino,Branco,Solteiro,Não,1434,0,2632,Ensino Superior,Asa Sul,10,IDP Pass,12,Arquitetura,4,6,0
Pietra Macedo,1995-08-19,Masculino,Branco,Casado,Não,1769,0,2768,Ensino Superior,Lago Norte,9,PROUNI,100,Publicidade,3,1,0
Evelyn Gomes,1995-11-09,Masculino,Negro,Solteiro,Não,1501,0,3848,Ensino Médio,Lago Norte,8,Transferência,12,Psicologia,3,7,0
Marina Brito,2004-11-19,Masculino,Branco,Solteiro,Sim,2963,0,3747,Ensino Superior,SCIA,6,ENEM,49,Administração,3,13,0
Pedro Lucas Vasconcelos,1924-03-04,Masculino,Branco,Solteiro,Não,1879,0,3379,Ensino Superior,Asa Norte,8,ENEM,7,Publicidade,2,10,1
Thales Monteiro,2000-12-17,Feminino,Outras,Solteiro,Sim,1082,0,2242,Ensino Médio,Riacho Fundo,3,IDP Pass,22,Engenharia de Software,1,32,0
Rafael Albuquerque,2002-09-02,Masculino,Branco,Solteiro,Não,1886,0,3425,Ensino Superior,Guará,4,ENEM,27,Ciência da Computação,1,34,0
Luara Oliveira,1994-08-30,Feminino,Outras,Solteiro,Não,2844,0,2601,Ensino Médio,Sudoeste,7,PROUNI,100,Administração,4,26,0
Nicole Vasconcelos,2001-03-04,Masculino,Branco,Solteiro,Sim,1977,0,3212,Ensino Superior,Varjão,2,PROUNI,100,Publicidade,1,9,0
Matheus Mendonça,2000-10-20,Feminino,Branco,Casado,Não,2461,0,3773,Ensino Superior,Asa Sul,6,IDP Pass,15,Ciência da Computação,2,7,0
Ravy Gonçalves,1995-01-28,Feminino,Branco,Solteiro,Não,1265,0,3709,Ensino Médio,Sol Nascente/Pôr do Sol,4,Transferência,37,Psicologia,5,10,0
Pedro Lucas Novais,2001-06-18,Feminino,Branco,Solteiro,Sim,1074,3,3184,Ensino Médio,Noroeste,4,IDP Pass,38,Psicologia,4,8,0
Alexandre Câmara,2003-01-29,Masculino,Branco,Solteiro,Sim,1952,0,2716,Ensino Superior,SIA,8,IDP Pass,39,Psicologia,1,7,1
Isabella Campos,1938-01-14,Masculino,Branco,União Estável,Sim,1351,0,3200,Ensino Médio,Vicente Pires,10,ENEM,41,Psicologia,5,17,0
Beatriz da Luz,1998-12-19,Masculino,Branco,Solteiro,Não,2418,0,3580,Ensino Superior,Vicente Pires,4,Transferência,12,Administração,1,7,0
Isaque da Rosa,2006-04-24,Feminino,Negro,Solteiro,Sim,2375,0,3177,Ensino Superior,Asa Norte,2,IDP Pass,11,Arquitetura,2,8,1
Helena Vieira,1997-03-13,Masculino,Negro,Solteiro,Sim,1884,0,2714,Ensino Médio,Planaltina,2,PROUNI,100,Arquitetura,5,9,0
Mathias Nogueira,1998-09-28,Masculino,Outras,Solteiro,Sim,1543,0,3888,Ensino Médio,Vicente Pires,9,PROUNI,100,Arquitetura,2,10,1
Giovanna Mendes,2001-07-09,Masculino,Branco,Solteiro,Não,1461,0,2018,Ensino Superior,Asa Norte,5,IDP Pass,12,Administração,5,10,0
Mathias Guerra,1995-07-18,Masculino,Branco,Solteiro,Não,2630,0,3177,Ensino Médio,Candangolândia,6,IDP Pass,37,Engenharia de Software,2,8,0
Fernando Alves,2001-04-19,Feminino,Branco,Solteiro,Sim,2889,2,2124,Ensino Superior,Cruzeiro,9,IDP Pass,34,Ciência da Computação,4,7,0
Benício da Mota,1996-02-17,Masculino,Branco,Solteiro,Não,2323,0,3575,Ensino Superior,Núcleo Bandeirante,4,PROUNI,100,Arquitetura,2,5,1
Ana Luiza Viana,1925-09-26,Feminino,Branco,Solteiro,Não,2686,0,2658,Ensino Médio,Noroeste,2,ENEM,4,Ciência da Computação,3,6,1
Cecília Carvalho,2005-04-23,Masculino,Branco,União Estável,Sim,1949,0,3456,Ensino Médio,Park Way,2,Transferência,28,Arquitetura,5,9,1
Maria Luísa Pires,2003-05-01,Masculino,Branco,Solteiro,Não,2419,0,3258,Ensino Médio,Asa Sul,5,IDP Pass,49,Ciência da Computação,3,9,0
Carolina da Paz,2004-07-13,Masculino,Negro,Solteiro,Sim,1208,0,2716,Ensino Superior,Asa Norte,7,ENEM,12,Arquitetura,2,10,0
Ana Júlia Borges,1998-12-25,Feminino,Branco,Solteiro,Sim,1312,0,3208,Ensino Médio,Taguatinga,8,IDP Pass,47,Engenharia de Software,3,7,1
Oliver Alves,2002-05-11,Feminino,Branco,Solteiro,Sim,2082,0,2638,Ensino Médio,Águas Claras,3,Transferência,31,Administração,5,2,0
Rafael Cirino,2006-02-07,Masculino,Negro,Solteiro,Não,1312,0,2093,Ensino Superior,Lago Sul,6,ENEM,8,Psicologia,5,6,0
Zoe Sales,2004-06-14,Feminino,Negro,Solteiro,Sim,2224,0,2008,Ensino Superior,Riacho Fundo,5,IDP Pass,27,Publicidade,3,9,1
Enrico Correia,1997-08-04,Masculino,Outras,Solteiro,Não,1947,0,2765,Ensino Superior,Sol Nascente/Pôr do Sol,9,ENEM,46,Psicologia,2,7,0
Augusto Peixoto,2001-11-27,Feminino,Branco,Solteiro,Sim,1047,0,2218,Ensino Médio,Noroeste,1,IDP Pass,50,Publicidade,2,9,0
Emilly Vieira,2005-01-30,Masculino,Branco,Solteiro,Sim,1307,0,3260,Ensino Médio,Cruzeiro,7,Transferência,38,Engenharia de Software,2,26,0
Nina Viana,1998-10-03,Masculino,Branco,Solteiro,Não,2764,0,3012,Ensino Médio,SCIA,7,Transferência,4,Arquitetura,3,6,1
Yuri Fernandes,1998-09-07,Masculino,Branco,Solteiro,Sim,2559,0,2278,Ensino Médio,Lago Norte,7,IDP Pass,22,Economia,2,8,0
Maria Eduarda Rios,2006-03-06,Feminino,Branco,Solteiro,Sim,1916,0,3504,Ensino Superior,Park Way,3,ENEM,11,Publicidade,4,7,1
Laís Cirino,2005-07-07,Feminino,Negro,Solteiro,Não,1356,0,3543,Ensino Médio,Cruzeiro,10,ENEM,40,Psicologia,1,5,1
Théo da Mata,1997-02-20,Feminino,Branco,Solteiro,Sim,1789,0,2785,Ensino Médio,Riacho Fundo,8,ENEM,11,Engenharia de Software,3,7,1
Ana Júlia Nogueira,2003-12-27,Feminino,Branco,Solteiro,Sim,2854,0,3391,Ensino Superior,SCIA,8,ENEM,25,Economia,1,4,1
Clarice Moreira,2003-10-27,Masculino,Negro,Solteiro,Não,2657,0,3672,Ensino Superior,Plano Piloto,2,ENEM,35,Arquitetura,4,8,0
Thales Cavalcante,1932-06-28,Masculino,Negro,Solteiro,Não,1705,0,2929,Ensino Médio,Lago Norte,5,PROUNI,100,Psicologia,4,39,0
Maria Eduarda da Mata,1997-01-21,Feminino,Outras,Solteiro,Não,2842,0,2771,Ensino Médio,Sobradinho,9,ENEM,43,Ciência da Computação,5,6,0
Luan Moraes,1958-05-31,Masculino,Branco,Solteiro,Sim,1381,0,2741,Ensino Superior,Núcleo Bandeirante,2,Transferência,50,Psicologia,2,6,1
Vitor Guerra,1995-04-14,Masculino,Branco,Solteiro,Não,1513,3,3599,Ensino Superior,Sol Nascente/Pôr do Sol,4,PROUNI,100,Ciência da Computação,2,34,0
Alice Lima,1998-04-20,Feminino,Branco,Solteiro,Não,2613,2,3088,Ensino Médio,Sudoeste,10,IDP Pass,17,Engenharia de Software,1,13,0
Daniela Rios,1937-05-04,Feminino,Branco,União Estável,Sim,2443,0,3040,Ensino Médio,Brazlândia,8,ENEM,16,Arquitetura,1,9,0
Letícia Montenegro,1997-04-28,Masculino,Branco,Solteiro,Não,1441,0,3275,Ensino Superior,Sudoeste,8,Transferência,33,Economia,2,9,0
Eloah Araújo,1949-10-03,Masculino,Negro,União Estável,Não,2187,0,3929,Ensino Médio,Noroeste,3,IDP Pass,44,Ciência da Computação,5,8,1
Eduardo Alves,1998-07-19,Masculino,Outras,Solteiro,Não,1746,0,3896,Ensino Médio,Ceilândia,10,IDP Pass,9,Economia,1,7,1
Elisa das Neves,2005-03-02,Feminino,Branco,União Estável,Não,2108,0,3534,Ensino Médio,Lago Norte,2,IDP Pass,24,Engenharia de Software,2,7,0
Ana Beatriz Novais,1921-03-23,Feminino,Negro,Solteiro,Não,2554,0,2884,Ensino Médio,Ceilândia,8,IDP Pass,36,Economia,3,6,0
Nicolas Pimenta,2000-10-26,Feminino,Outras,Solteiro,Sim,2025,3,3167,Ensino Superior,Sudoeste,5,PROUNI,100,Ciência da Computação,1,8,0
Danilo Araújo,1998-08-13,Masculino,Branco,Solteiro,Não,2601,0,3770,Ensino Superior,São Sebastião,4,Transferência,20,Administração,3,9,0
Mathias Sá,2000-12-26,Feminino,Outras,Solteiro,Não,2858,0,3912,Ensino Médio,SCIA,10,PROUNI,100,Ciência da Computação,5,9,1
Stella Costa,2006-03-24,Masculino,Branco,Solteiro,Não,2811,0,3107,Ensino Médio,Lago Norte,7,IDP Pass,18,Ciência da Computação,4,7,0
Antony Jesus,2000-09-24,Masculino,Branco,Solteiro,Sim,2898,0,3388,Ensino Médio,Noroeste,6,IDP Pass,44,Arquitetura,3,14,0
Enzo Abreu,1998-12-01,Masculino,Branco,Solteiro,Sim,2421,0,2872,Ensino Médio,Guará,5,IDP Pass,40,Engenharia de Software,5,7,1
Luiz Fernando Cunha,2001-07-16,Masculino,Outras,Solteiro,Sim,1878,0,2903,Ensino Médio,Riacho Fundo II,6,Transferência,47,Engenharia de Software,2,7,1
Lucas Gabriel da Mata,2002-01-08,Feminino,Negro,Solteiro,Não,1169,0,2796,Ensino Superior,Lago Sul,4,Transferência,35,Arquitetura,2,6,0
Júlia Andrade,2000-09-04,Masculino,Branco,Solteiro,Sim,1375,0,2628,Ensino Superior,Ceilândia,10,ENEM,3,Economia,3,17,0
Maria Laura Campos,2000-08-17,Masculino,Outras,Solteiro,Sim,2255,0,2823,Ensino Médio,Lago Sul,6,IDP Pass,21,Ciência da Computação,1,7,1
Eloá Pacheco,1930-01-22,Feminino,Branco,Solteiro,Sim,2178,2,3416,Ensino Superior,Samambaia,4,ENEM,4,Psicologia,2,8,0
Theodoro Fogaça,2001-01-14,Feminino,Outras,Solteiro,Não,1940,0,2405,Ensino Superior,Asa Sul,5,ENEM,26,Economia,5,8,0
Levi Barros,1994-08-25,Feminino,Negro,Solteiro,Sim,1379,0,3827,Ensino Médio,Santa Maria,10,PROUNI,100,Publicidade,5,8,0
Isabella da Mata,1996-11-11,Masculino,Branco,Solteiro,Não,1353,0,3548,Ensino Superior,Sudoeste,9,IDP Pass,50,Ciência da Computação,1,32,0
Anthony Gabriel Cavalcanti,1995-12-18,Feminino,Negro,Solteiro,Não,2420,0,2986,Ensino Médio,Sudoeste,9,PROUNI,100,Administração,2,7,0
Mariane Alves,1995-01-03,Feminino,Negro,Solteiro,Não,1053,0,3388,Ensino Superior,Lago Sul,8,Transferência,25,Arquitetura,3,7,0
Leandro Aparecida,2004-04-05,Feminino,Branco,Solteiro,Não,2775,2,2556,Ensino Superior,Vicente Pires,10,Transferência,45,Administração,1,7,0
Matheus Siqueira,2003-03-13,Masculino,Branco,União Estável,Sim,1817,0,3308,Ensino Médio,SCIA,2,Transferência,22,Economia,1,38,0
Liam Mendes,2006-03-06,Masculino,Branco,Solteiro,Sim,1959,0,3120,Ensino Superior,Lago Oeste,5,PROUNI,100,Economia,1,8,0
Marcos Vinicius Moreira,2005-05-14,Feminino,Branco,Solteiro,Não,1145,0,2128,Ensino Médio,Lago Norte,8,Transferência,3,Engenharia de Software,5,10,1
Rebeca Cavalcanti,2006-03-08,Masculino,Outras,Casado,Sim,1192,0,2465,Ensino Médio,Plano Piloto,3,ENEM,9,Psicologia,2,10,1
Melissa Aragão,2004-02-01,Feminino,Branco,Solteiro,Sim,1445,0,3730,Ensino Superior,Asa Norte,4,IDP Pass,9,Engenharia de Software,1,6,1
Luiz Felipe Lima,1996-11-25,Feminino,Branco,Solteiro,Não,1233,0,2445,Ensino Superior,Fercal,3,IDP Pass,1,Publicidade,5,8,0
Isadora Porto,1939-03-14,Masculino,Branco,Solteiro,Sim,2927,0,3202,Ensino Superior,Setor de Indústrias Gráficas,2,ENEM,27,Ciência da Computação,5,8,1
Benicio da Rosa,1963-10-22,Feminino,Branco,Solteiro,Sim,2378,0,2270,Ensino Superior,Asa Norte,10,Transferência,45,Engenharia de Software,5,12,1
Ana Laura Viana,2002-01-30,Feminino,Negro,Solteiro,Sim,1744,0,3116,Ensino Superior,Vicente Pires,10,ENEM,35,Ciência da Computação,2,19,1
Melina Rodrigues,2003-01-18,Masculino,Branco,União Estável,Não,1805,0,3602,Ensino Superior,Ceilândia,4,IDP Pass,14,Ciência da Computação,1,22,1
Francisco Mendes,1945-11-07,Masculino,Branco,Solteiro,Não,2478,0,3166,Ensino Superior,Brazlândia,9,IDP Pass,48,Arquitetura,3,6,0
Antonella Rezende,1995-12-06,Feminino,Branco,Solteiro,Não,1048,0,2546,Ensino Médio,Asa Sul,9,ENEM,0,Publicidade,4,6,0
Maria Sophia Souza,2004-07-06,Masculino,Branco,Solteiro,Não,1723,0,2185,Ensino Superior,Noroeste,10,IDP Pass,22,Arquitetura,2,7,0
Matteo Souza,1997-07-24,Masculino,Outras,União Estável,Sim,1941,0,3863,Ensino Médio,Guará,1,PROUNI,100,Engenharia de Software,1,8,0
Sophie Aragão,1995-12-05,Feminino,Negro,União Estável,Sim,2209,2,2003,Ensino Superior,Vicente Pires,2,IDP Pass,35,Psicologia,1,4,0
João Melo,1994-12-14,Masculino,Negro,Solteiro,Não,1897,0,2979,Ensino Médio,Gama,8,ENEM,11,Publicidade,5,8,0
Mateus Moraes,1996-06-08,Masculino,Negro,Solteiro,Não,1398,0,3271,Ensino Médio,Recanto das Emas,2,PROUNI,100,Arquitetura,4,9,0
Ana Beatriz Porto,1996-03-03,Masculino,Branco,Solteiro,Sim,2994,0,2357,Ensino Superior,Noroeste,10,IDP Pass,42,Publicidade,3,8,1
Maria Fernanda Viana,2002-08-27,Masculino,Branco,Solteiro,Sim,2296,0,3221,Ensino Superior,Lago Norte,10,ENEM,23,Economia,5,7,0
Bella Rocha,2002-09-02,Feminino,Branco,Solteiro,Sim,1217,0,2944,Ensino Médio,SIA,10,Transferência,38,Psicologia,2,4,0
João Nogueira,2006-01-01,Masculino,Negro,Solteiro,Não,2255,0,2225,Ensino Médio,Lago Norte,2,ENEM,26,Publicidade,4,6,0
Yasmin Gonçalves,2000-07-08,Masculino,Branco,Solteiro,Sim,2469,0,2848,Ensino Superior,Asa Sul,9,PROUNI,100,Ciência da Computação,5,6,0
Ravi Porto,2004-12-11,Feminino,Branco,Solteiro,Sim,1726,0,2603,Ensino Superior,Candangolândia,9,IDP Pass,41,Ciência da Computação,4,9,0
Levi da Luz,2004-03-15,Masculino,Branco,Solteiro,Não,2098,0,2582,Ensino Superior,Samambaia,2,IDP Pass,19,Administração,1,10,0
Maria Luiza Campos,2000-12-27,Masculino,Branco,Solteiro,Sim,2144,0,2776,Ensino Superior,Park Way,2,ENEM,46,Psicologia,5,26,0
Pedro Aragão,2002-02-11,Feminino,Branco,Solteiro,Sim,2054,0,3770,Ensino Médio,Lago Norte,8,IDP Pass,4,Arquitetura,4,7,1
André Farias,2003-03-25,Masculino,Negro,Solteiro,Sim,1844,0,3179,Ensino Médio,Lago Oeste,3,PROUNI,100,Engenharia de Software,4,9,0
Beatriz Nogueira,1951-08-13,Feminino,Branco,União Estável,Não,2214,0,2013,Ensino Superior,Paranoá,1,IDP Pass,42,Administração,2,8,0
Ana Clara Lopes,2002-08-26,Feminino,Outras,Solteiro,Não,1475,0,2837,Ensino Médio,Lago Sul,6,IDP Pass,32,Economia,4,15,1
Marcela Ramos,2005-05-08,Feminino,Branco,Solteiro,Sim,2193,0,2412,Ensino Médio,Park Way,2,ENEM,17,Publicidade,4,21,0
Manuela da Costa,1948-10-12,Masculino,Branco,Solteiro,Sim,1637,0,2880,Ensino Médio,Sudoeste,6,ENEM,19,Administração,1,8,0
Lavínia Pereira,1906-12-09,Feminino,Branco,Solteiro,Não,2608,0,2381,Ensino Superior,Sudoeste,6,ENEM,33,Psicologia,2,6,1
Josué da Mota,2002-01-27,Feminino,Negro,Solteiro,Sim,1797,0,2326,Ensino Médio,Santa Maria,4,IDP Pass,21,Publicidade,5,12,0
Calebe Mendonça,2001-06-11,Feminino,Branco,Solteiro,Não,2849,0,3361,Ensino Superior,Águas Claras,4,ENEM,23,Administração,3,6,1
Eduardo Camargo,1997-08-20,Feminino,Branco,Solteiro,Não,2122,0,2333,Ensino Médio,Planaltina,4,IDP Pass,8,Psicologia,5,9,1
Antonella Araújo,2000-09-02,Masculino,Outras,Casado,Sim,2448,0,3727,Ensino Superior,Noroeste,8,ENEM,47,Engenharia de Software,4,6,1
Miguel Novais,2002-11-13,Feminino,Branco,União Estável,Não,1424,0,2916,Ensino Superior,Lago Sul,6,IDP Pass,27,Engenharia de Software,4,8,0
Júlia Camargo,1995-11-23,Masculino,Branco,Solteiro,Não,2412,0,2459,Ensino Médio,Sol Nascente/Pôr do Sol,6,ENEM,27,Publicidade,2,10,1
Eloah da Paz,1996-05-28,Feminino,Branco,Solteiro,Sim,1593,0,2694,Ensino Superior,Sol Nascente/Pôr do Sol,8,IDP Pass,33,Economia,4,7,1
Antônio Marques,2001-10-30,Feminino,Branco,Solteiro,Não,1043,0,2044,Ensino Médio,Sol Nascente/Pôr do Sol,5,ENEM,15,Ciência da Computação,3,2,1
Paulo Nascimento,1999-04-01,Feminino,Negro,Solteiro,Sim,1220,0,3376,Ensino Superior,Noroeste,3,ENEM,18,Publicidade,2,8,0
Emilly Fogaça,1995-11-24,Masculino,Branco,Solteiro,Não,2118,0,2015,Ensino Superior,SIA,2,IDP Pass,17,Administração,3,9,0
Ryan Novaes,1998-02-19,Masculino,Branco,Solteiro,Não,1757,3,2117,Ensino Superior,Noroeste,5,ENEM,28,Administração,1,10,1
Davi Lucas da Cruz,2001-09-08,Masculino,Outras,Solteiro,Sim,1673,0,2527,Ensino Superior,Noroeste,6,ENEM,24,Publicidade,3,12,0
Antony Andrade,2001-12-07,Masculino,Negro,Solteiro,Não,2441,0,3834,Ensino Superior,Itapoã,5,Transferência,32,Ciência da Computação,2,6,0
Diego das Neves,2004-10-04,Feminino,Branco,Solteiro,Sim,2306,0,3073,Ensino Superior,Riacho Fundo,6,Transferência,27,Psicologia,2,6,0
Henry Gabriel Sousa,1945-12-30,Feminino,Branco,Solteiro,Não,1405,0,2583,Ensino Médio,Park Way,3,ENEM,30,Administração,5,10,0
Maria Eduarda Rodrigues,1996-02-23,Masculino,Branco,União Estável,Sim,2221,0,2709,Ensino Superior,SIA,10,IDP Pass,45,Arquitetura,3,7,1
Diego Araújo,1961-09-25,Feminino,Negro,Solteiro,Não,2317,0,3420,Ensino Superior,Samambaia,4,IDP Pass,40,Ciência da Computação,3,9,0
Eduarda Araújo,2000-08-07,Feminino,Branco,Solteiro,Sim,1840,0,2722,Ensino Médio,Paranoá,7,IDP Pass,21,Engenharia de Software,1,9,0
Isis Almeida,2001-06-01,Feminino,Branco,Solteiro,Não,2222,0,2986,Ensino Superior,SIA,5,PROUNI,100,Ciência da Computação,3,6,0
Lara Rios,1957-11-17,Feminino,Branco,Solteiro,Sim,1338,0,2408,Ensino Médio,Noroeste,4,Transferência,6,Publicidade,2,12,0
Lorenzo Sales,1994-06-05,Feminino,Branco,Solteiro,Não,1905,0,2929,Ensino Médio,Ceilândia,5,ENEM,12,Administração,2,7,0
Jade Nascimento,2006-05-09,Feminino,Branco,Solteiro,Não,2720,0,3001,Ensino Superior,Núcleo Bandeirante,2,PROUNI,100,Publicidade,1,9,1
Cauê Siqueira,2005-06-26,Feminino,Branco,Solteiro,Não,1793,0,3340,Ensino Superior,Santa Maria,2,IDP Pass,28,Ciência da Computação,5,10,0
Arthur Castro,1995-09-15,Feminino,Branco,Solteiro,Não,2188,0,2903,Ensino Superior,Lago Norte,3,ENEM,26,Publicidade,2,1,1
João Vitor Araújo,2003-02-18,Feminino,Branco,Solteiro,Não,1812,0,2065,Ensino Superior,Setor de Indústrias Gráficas,9,ENEM,35,Ciência da Computação,2,8,1
Dante Alves,2001-08-17,Feminino,Branco,Solteiro,Sim,1924,0,3283,Ensino Superior,Lago Norte,9,ENEM,7,Economia,5,6,1
José Sales,2004-05-21,Feminino,Branco,Solteiro,Não,1035,0,3962,Ensino Médio,Lago Oeste,9,ENEM,4,Administração,2,31,0
Gabriel da Mota,2005-10-03,Feminino,Branco,Solteiro,Sim,2182,0,3716,Ensino Médio,Asa Norte,1,IDP Pass,26,Administração,3,10,1
João Gabriel Fogaça,1995-11-20,Masculino,Negro,Solteiro,Não,2893,0,2480,Ensino Superior,Noroeste,10,ENEM,3,Publicidade,4,9,0
Samuel Ferreira,1996-05-05,Masculino,Outras,Solteiro,Sim,2481,0,3412,Ensino Médio,Setor de Indústrias Gráficas,10,PROUNI,100,Engenharia de Software,2,9,1
Gustavo Costa,1998-07-03,Feminino,Branco,Solteiro,Não,1199,0,3405,Ensino Superior,Sudoeste,7,PROUNI,100,Ciência da Computação,3,8,0
Leandro Azevedo,2006-05-28,Feminino,Negro,Solteiro,Sim,2108,0,3566,Ensino Médio,Taguatinga,9,PROUNI,100,Economia,1,15,1
Mariane Fernandes,2002-09-28,Feminino,Branco,Solteiro,Não,1857,0,3235,Ensino Superior,Santa Maria,9,IDP Pass,4,Administração,3,39,1
Isadora Peixoto,2000-10-24,Masculino,Negro,Solteiro,Sim,2500,0,2669,Ensino Médio,Lago Norte,4,ENEM,38,Publicidade,4,9,0
Bruna Casa Grande,1996-07-15,Masculino,Branco,União Estável,Sim,2702,0,2862,Ensino Superior,Asa Norte,3,ENEM,20,Economia,5,6,0
Thiago Albuquerque,1929-01-23,Masculino,Branco,Solteiro,Não,2366,0,2582,Ensino Superior,SCIA,2,Transferência,43,Engenharia de Software,1,6,1
Ravi Lucca Moraes,2001-06-02,Feminino,Branco,Solteiro,Não,1882,0,3773,Ensino Superior,Núcleo Bandeirante,9,ENEM,29,Engenharia de Software,4,8,0
Isabela Cardoso,2004-08-01,Masculino,Branco,Solteiro,Não,2126,1,2353,Ensino Superior,SCIA,6,PROUNI,100,Publicidade,4,7,0
Maria Rios,1950-07-02,Feminino,Branco,Solteiro,Não,2180,0,3433,Ensino Médio,Sol Nascente/Pôr do Sol,7,IDP Pass,45,Publicidade,5,3,0
Théo Guerra,2005-11-01,Masculino,Branco,Solteiro,Não,2539,0,3094,Ensino Médio,Asa Sul,4,IDP Pass,25,Administração,1,6,0
João Pedro Macedo,1999-01-12,Masculino,Branco,Solteiro,Sim,1775,0,3219,Ensino Superior,Sol Nascente/Pôr do Sol,1,ENEM,33,Engenharia de Software,1,18,0
Maria Mendes,2003-09-05,Masculino,Branco,Solteiro,Não,1889,0,2418,Ensino Médio,Noroeste,8,Transferência,5,Arquitetura,2,15,1
Joaquim Azevedo,2004-06-06,Masculino,Branco,Solteiro,Não,1709,0,3488,Ensino Médio,Asa Sul,6,IDP Pass,11,Arquitetura,1,9,0
Juan Abreu,2001-09-09,Feminino,Branco,Solteiro,Não,1579,0,3267,Ensino Superior,Plano Piloto,2,PROUNI,100,Ciência da Computação,4,8,0
Isabel Cavalcante,1994-12-23,Feminino,Negro,Solteiro,Sim,2369,0,3231,Ensino Superior,Noroeste,2,ENEM,32,Psicologia,5,10,1
Jade Cavalcante,2003-12-19,Masculino,Branco,Solteiro,Não,1558,0,2561,Ensino Médio,Lago Norte,8,Transferência,10,Publicidade,2,8,0
Ana Cecília Vargas,2003-08-17,Masculino,Branco,Solteiro,Não,1935,0,2113,Ensino Médio,Recanto das Emas,1,Transferência,19,Engenharia de Software,3,9,1
Isabela da Conceição,2000-07-09,Masculino,Branco,Solteiro,Não,1473,0,3943,Ensino Médio,Asa Sul,3,Transferência,17,Economia,4,19,1
Ana Albuquerque,1995-06-12,Feminino,Branco,União Estável,Não,1695,0,2192,Ensino Médio,Asa Norte,8,IDP Pass,34,Ciência da Computação,1,7,0
Ayla Silveira,1930-01-16,Masculino,Negro,Casado,Não,1249,0,2673,Ensino Médio,Vicente Pires,3,Transferência,10,Administração,4,6,0
Emanuelly Correia,1997-04-07,Masculino,Branco,Solteiro,Sim,2180,1,2876,Ensino Superior,Lago Sul,7,IDP Pass,25,Economia,2,9,1
Heloísa Dias,2005-03-23,Feminino,Branco,Solteiro,Sim,2585,0,2780,Ensino Superior,SIA,6,ENEM,13,Administração,5,10,1
Camila Nunes,1997-12-26,Masculino,Negro,Solteiro,Sim,2022,0,2907,Ensino Superior,Paranoá,6,IDP Pass,7,Ciência da Computação,4,23,0
Heloisa Barros,2000-07-24,Masculino,Branco,União Estável,Sim,1348,0,2809,Ensino Médio,Asa Sul,8,Transferência,48,Engenharia de Software,5,37,1
